,Ingredients,Cuisine
166,thai jasmine rice sesame seeds sunflower oil pork fillet cut fingerwidth strips red yellow pepper deseeded cornflour soy sauce juice lime clear honey red chilli,4
167,beef rump trimmed cut thin strips chinese fivespice powder readycooked rice noodle red chilli fat garlic clove piece ginger peeled cut matchsticks stick lemongrass trimmed sunflower oil sugar snap peas cut thin strips baby corn diagonally spring onions trimmed diagonally lime soy sauce fish sauce roasted peanut coriander,4
168,rice vinegar white wine vinegar chicken stock soy sauce golden caster sugar thumbsize piece ginger peeled hot red chillies spring onions raw peeled prawns sustainable source,4
169,pieces pork osso buco equivalent pork shoulder olive oil shaohsing rice wine dry sherry ginger garlic cloves spring onions fat ones thinner ones dried red chilli look kashmiri chillies good flavour chicken vegetable stock miso paste soy sauce steamed rice bok choi,4
170,dried wholewheat noodle groundnut oil grated ginger red chilli deseeded skinless boneless chicken thighs chunks shaohsing rice wine hot vegetable stock chestnut mushrooms dark soy sauce light soy sauce rice vinegar cornflour mixed cold water make paste handful beansprouts spring onions,4
171,fresh firm tofu drained groundnut oil piece ginger pak choi leaves separated shaohsing rice wine rice vinegar dried chilli flakes cooked jasmine rice grated ginger dark soy sauce light soy sauce brown sugar,4
172,butter plain flour milk philadelphia cheese dill eggs separated smoked salmon zest lemon cr fra che slices smoked salmon dill sprigs,5
173,dried haricot beans garlic cloves thyme sprigs rosemary sprigs smoked gammon steak rind fat removed bay leaf rapeseed oil onion carrot total weight pieces butter pork shoulder diced pieces excess fat trimmed white wine plum tomatoes toulouse sausages panko coarse dried breadcrumbs garlic clove grated lemon zest rapeseed oil,5
174,egg whites icing sugar pink red food colouring ground almonds tub mascarpone raspberry jam,5
175,butter olive oil onion cut thin wedges sugar butter selfraising flour parmesan grated handful fresh thyme leaves free range egg yolk butter olive oil sugar fat garlic clove plum tomatoes halved lengthways several sprigs thyme pkt cherry tomatoes,5
176,potatoes cut pieces rapeseed oil smoked bacon lardons unsalted butter flatleaf parsley chervil tarragon sprig leaves banana shallot garlic cloves crushed,5
177,golden caster sugar custard powder cornflour semiskimmed milk egg yolks single cream vanilla pod halffat cr fra che,5
178,butter apricots halved stoned caramel sauce used bonne maman confiture de caramel readymade vanilla custard thick slices brioche white bread slices cut diagonally,5
179,red wine chinon jam sugar star anise clove piece cinnamon stick pinch allspice split vanilla pod seeds scraped readyrolled allbutter puff pastry light brown soft sugar eating apples used pink lady red wine jelly see recipe cr fra che icing sugar cardamom pods pods discarded seeds ground,5
180,pork rind smoked streaky bacon garlic sausage dried haricot bean soaked overnight times volume water celery stick onion preferably white skinned mild one carrot garlic cloves ripe plum tomatoes goose fat olive oil bouquet garni pinches sea salt pinches freshly ground black pepper clove lightly crushed lemon juice confit ducks legs goose fat olive oil dried breadcrumb garlic clove handful fresh flatleaf parsley coarsely,5
181,red peppers quartered deseeded handful basil leaves stalks separated thyme sprig olive oil extra frying drizzling courgettes different colours good aubergine chunks red onion garlic cloves pinch sugar red wine vinegar x cans cherry tomatoes extra virgin olive oil griddled sourdough,5
182,pears caster sugar butter star anise cardamom pods cinnamon stick brandy block allbutter puff pastry,5
183,pot single cream caster sugar dark chocolate cocoa broken pieces butter melted butter greasing caster sugar extra dark chocolate cocoa broken pieces double cream egg yolks egg whites icing sugar,5
184,raw shellon prawns mild olive oil dry white wine fish stock cube fine fennel bulb halved onion garlic cloves potato used king edward orange star anise bay leaf harissa paste used belazu tomato pur e tomatoes handful mussels clams skinless sustainablycaught white fish used cod loin cut chunky pieces thyme leaves bought olive oil mayonnaise goodquality crusty bread,5
185,mediumsized potato fennel bulb fronds reserved garlic clove whole milk double cream butter ramekins grated parmesan vegetarian alternative,5
186,sundried tomato oil oil jar pork shoulder cut chunky cubes plain flour seasoned shallot see tip onion bay leaves thyme sprigs garlic cloves red wine strip zest juice orange chicken stock plum tomato new potato peeled halved cut fat slices depending size dry black olive,5
187,olive oil mushroom halved chicken legs skin removed jar garlic herb passata chicken stock cube pitted black kalamata olive parsley pasta salad mash green veg,5
188,eggs olive oil extra frying drizzling courgettes spring onions roasted red peppers jar drained garlic clove crushed red chilli deseeded soft cheese light philadelphia milk snipped chive fresh basil rocket leaves shaved parmesan vegetarian alternative,5
189,milk butter diced plain flour sieved eggs beaten milk vanilla paste vanilla pod split middle egg yolks caster sugar plain flour cornflour double cream berry liqueur cassis framboise sloe gin fondant icing sugar sifted food colouring use pinks purples flavour berry liqueur sprinkles edible cake decoration used smarties mini smarties,5
190,potato onion olive oil double cream cr fra che parsley dill zest lemon x packs allbutter puff pastry little flour dusting side salmon skinned pinboned cut crossways slices cut half lengthways get thick fingers egg beaten,5
191,shelled unsalted pistachio caster sugar butter diced eggs plain flour extra dusting puff pastry raspberries defrosted frozen red edible glitter gold spray decorate,5
192,duck legs carrots onion plain flour bay leaf star anise cloves strips orange skin potato peeler port chicken stock milk double cream garlic clove squashed rosemary sprig butter extra greasing celeriac quartered potato grated parmesan sprinkling seasonal vegetables,5
193,raw tiger prawn shells olive oil onion fennel bulb fronds reserved carrots dry white wine brandy tomato fish stock generous pinches paprika pot double cream tiger prawns shelled tail tips left fennel fronds,5
194,plain flour butter cubes milk water caster sugar pinch salt eggs lightly beaten fresh frozen raspberry icing sugar lemon juice double cream white chocolate shelled pistachio fairly,5
195,eggs tuna olive oil oil reserved flute baguette measuring approx mayonnaise tomatoes ends trimmed thickly basil leaves depending herby like pitted kalamata olives anchovy fillets shallot olive oil white wine vinegar dijon mustard,5
196,puff pastry block egg beaten anchovy drained heaped grated parmesan,5
197,strong white bread flour caster sugar sachet fastaction dried yeast milk eggs beaten eggs glazing unsalted butter softened round brie slices prosciutto,5
198,rapeseed oil leeks courgette diced boiling vegetable stock made scratch reducedsalt bouillon cannellini haricot beans drained green beans tomatoes garlic cloves basil freshly grated parmesan,5
199,unsalted butter extra greasing eggs golden caster sugar zest blood oranges juice plain flour extra dusting baking powder dark chocolate cocoa solids blood orange dust see,5
200,vegetable oil shallots freshly ground beef ask butcher something fat used chuck thyme sprigs leaves picked dijon mustard plain flour cr fra che egg yolk tarragon sprigs leaves picked dressed green salad baking potatoes maris piper russet peeled vegetable oil,5
201,eggs whole milk double cream vanilla extract cinnamon thick slices brioche vegetable oil butter icing sugar fresh berries,5
202,icing sugar ground almonds egg whites eggs separated equal batches granulated sugar red food colouring see tip double cream dark chocolate unsalted butter room temperature raspberry jam,5
203,olive oil red onions garlic cloves aubergines diced red peppers seeded diced smoked paprika balsamic vinegar soy sauce passata young goat cheese courgettes mixture green yellow looks nice milk unsalted butter plain flour parmesan vegetarian alternative grated,5
204,strong white flour extra dusting salt sugar x sachets fastaction dried yeast oil greasing butter room temperature egg beaten,5
205,plain flour whole milk eggs unsalted butter melted little extra greasing,5
206,olive oil rashers drycured smoked back bacon fat trimmed shallots peeled freerange chicken legs skin removed freerange chicken thighs bone skin skin removed freerange skinless boneless chicken breasts garlic cloves brandy cognac red wine goodquality chicken stock tomato pur e thyme sprigs rosemary sprigs bay leaves make bouquet garni handful flatleaf parsley garnish olive oil chestnut mushrooms halved plain flour olive oil softened butter,5
207,eggs fresh possible preferably organic freerange room temperature knobs unsalted butter freshly grated parmesan vegetarian alternative tarragon leaves snipped chives chervil parsley rounded grated gruy,5
208,allbutter puff pastry plain flour dusting dessert apples braeburn cox orange pippin adam pearmain golden caster sugar unsalted butter chilled diced melted cr fra che fullfat please highquality vanilla ice cream,5
209,butter extra greasing parmesan vegetarian alternative grated fullfat milk bay leaves plain flour english mustard powder pinch cayenne pepper gruy vegetarian alternative grated eggs separated slices goats cheese see try double cream salad leaves see try,5
210,butter olive oil onions halved sugar garlic cloves plain flour dry white wine hot stronglyflavoured beef stock slices baguette depending size gruy grated,5
211,icing sugar cocoa ground almonds egg whites milk dark chocolate skimmed milk warmed little,5
212,fat lard budgeting goose duck fat assorted pork diced mixture bacon sausage diced pork works well onion halved fat garlic cloves peeled carrot fennel seeds red wine vinegar stock tomato pur e rosemary stalks leaves picked handful parsley haricot cannellini beans drained fresh dried breadcrumbs drizzle oil whatever crusty bread green vegetables,5
